academic_terms,original_string,new_string,domains,country,as_of,
san jose state university|san jose state,san jose state university|san jose state,san jose state university,sjsu.edu,United States,2021-08-24,
san juan college,san juan college,san juan college,sanjuancollege.edu,United States,2021-08-24,
san mateo county community college district,san mateo county community college district,san mateo county community college district,smccd.edu,United States,2021-08-24,
sandhills community college,sandhills community college,sandhills community college,sandhills.edu,United States,2021-08-24,
sans technology institute,sans technology institute,sans technology institute,sans.edu,United States,2021-08-24,
santa ana college,santa ana college,santa ana college,sac.edu,United States,2021-08-24,
santa barbara city college,santa barbara city college,santa barbara city college,sbcc.edu,United States,2021-08-24,
santa clara university,santa clara university,santa clara university,scu.edu,United States,2021-08-24,
santa fe community college,santa fe community college,santa fe community college,sfcc.edu,United States,2021-08-24,
santa monica college,santa monica college,santa monica college,smc.edu,United States,2021-08-24,
santa rosa junior college,santa rosa junior college,santa rosa junior college,santarosa.edu,United States,2021-08-24,
santiago canyon college,santiago canyon college,santiago canyon college,sccollege.edu,United States,2021-08-24,
sarah lawrence college|sarah lawrence,sarah lawrence college|sarah lawrence,sarah lawrence college,slc.edu,United States,2021-08-24,
sauk valley community college,sauk valley community college,sauk valley community college,svcc.edu,United States,2021-08-24,
savannah technical college,savannah technical college,savannah technical college,savannahtech.edu,United States,2021-08-24,
schenectady county community college,schenectady county community college,schenectady county community college,sunysccc.edu,United States,2021-08-24,
school of the art institute of chicago,school of the art institute of chicago,school of the art institute of chicago,saic.edu,United States,2021-08-24,
schoolcraft college,schoolcraft college,schoolcraft college,schoolcraft.edu,United States,2021-08-24,
scottsdale community college,scottsdale community college,scottsdale community college,scottsdalecc.edu,United States,2021-08-24,
seattle central college,seattle central college,seattle central college,seattlecentral.edu,United States,2021-08-24,
seattle colleges,seattle colleges,seattle colleges,seattlecolleges.edu,United States,2021-08-24,
seattle pacific university,seattle pacific university,seattle pacific university,spu.edu,United States,2021-08-24,
seattle university,seattle university,seattle university,seattleu.edu,United States,2021-08-24,
seminole state college,seminole state college,seminole state college,sscok.edu,United States,2021-08-24,
seton hall university|seton hall,seton hall university|seton hall,seton hall university,shu.edu,United States,2021-08-24,
sewanee university of the south|sewanee,sewanee university of the south|sewanee,sewanee university of the south,sewanee.edu,United States,2021-08-24,
seward county community college and area technical school,seward county community college and area technical school,seward county community college and area technical school,sccc.edu,United States,2021-08-24,
shasta college,shasta college,shasta college,shastacollege.edu,United States,2021-08-24,
shawnee community college,shawnee community college,shawnee community college,shawneecc.edu,United States,2021-08-24,
shawnee state university,shawnee state university,shawnee state university,shawnee.edu,United States,2021-08-24,
shelton state community college,shelton state community college,shelton state community college,sheltonstate.edu,United States,2021-08-24,
shenandoah university,shenandoah university,shenandoah university,su.edu,United States,2021-08-24,
sheridan community college,sheridan community college,sheridan community college,sheridan.edu,United States,2021-08-24,
shippensburg university of pennsylvania,shippensburg university of pennsylvania,shippensburg university of pennsylvania,ship.edu,United States,2021-08-24,
shoreline community college,shoreline community college,shoreline community college,shoreline.edu,United States,2021-08-24,
shorter college,shorter college,shorter college,shorter.edu,United States,2021-08-24,
sierra college,sierra college,sierra college,sierracollege.edu,United States,2021-08-24,
simmons college,simmons college,simmons college,simmons.edu,United States,2021-08-24,
simon's rock college,simon's rock college,simon's rock college,simons-rock.edu,United States,2021-08-24,
simpson college,simpson college,simpson college,simpson.edu,United States,2021-08-24,
sinclair community college,sinclair community college,sinclair community college,sinclair.edu,United States,2021-08-24,
